,url,title,company,description,requirement
10,https://careerbuilder.vn/vi/tim-viec-lam/senior-business-data-analyst.35B125EF.html,Senior Business Data Analyst,Viet Thai International," - Define Business Requirements and prepare Business Requirements Specification.
- Develop test scenarios and test cases to ensure that positive and negative test cases are handled correctly by system.
- Manage changes to business processes and do an impact analysis.
- Work closely with end-users and project team members to continuously improve overall applications
"," - Bachelor Degree- IIBA (or similar) certification will be PLUS
- At least 5 year in delivering IT applications- Operations & retail, fintech industies will be plus- Fluence SQL, PLSQL. Agile software development will be plus. Reporting system, data analytics & BI
- Project management skills, International projects is a plus.- Knowledge of the business processes - Ability of Writting and speaking English
- Problem solving skills- Critical thinking- Clear / efficient written and oral communication
"
11,https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-sql.35B0A125.html,Data Analyst (SQL),Công ty Cổ phần Dịch vụ Giao Hàng Nhanh," Data analysts translate numbers into plain business languages, whether it’s from sales, financial or operation data, etc. A data analyst takes data and uses it to help companies make better business decisions.There are many fields you will work in this position including operations, marketing, sale, finance and Web & Mobile App data.Top 3 Reasons To Join UsSolving many interesting problems from real businessLearning opportunity to develop your career in data scienceProfessional and friendly working environmentThe JobResearch and develop many prediction and decision-making Models, such as: Dynamic pricing, location optimizing decision, marketing performance tracking and analysis, etc.Develop, executes and maintain forecasting models to forecast business growth and understand factors that influence performance.Design and implement visualizations (in BI tool) in response to business needs from relational databases and other source systemsExtract data for ad-hoc analyses (using SQL)Work closely with Tech and Business teams in gathering and mining data, producing information analysis. Translate numbers from sales figures, market research, operation, etc. into plain business languages for presentation.Define, measure, report and monitor key performance indicators to ensure continuously improve performance of product and business.Coordinate with other teams to enhance organization data driven infrastructure (collecting, storing and utilizing data).We‘re always looking for superstars to join our team and we have 4 core values that make us who we are today and define where we are going tomorrow:IntegrityInnovationRespectCustomer-first "," Excellent analytical and problem-solving skills.Excellent organizational, interpersonal and communication skills (Vietnamese for general, English for learning and researching).Familiarity with basic data analysis, and visualization.Knowledge and experience in advance data analytic using programming language tools such as SQL, Python or R is a strong plus.Great work ethic and a ‘can do’ attitudeAble to work in a team or as an individual under time pressure.Good bachelor degree with 1+ years experience in BI or related analysis field (welcome fresh graduates)High level of competencies in Excel and Powerpoint. "
12,https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-risk-department.35B11E4D.html,Data Analyst (Risk Department),Công Ty Tài Chính Mirae Asset (Việt Nam)," - Create ad-hoc credit reports and conduct analysic.
- Evaluate credit quality of new bookings.
- Evaluate the performance of exceptions, credit deviation, policy changes.
- Evaluate the performance of each loan sourcing channels, agents, and underwriters.
- Perform statistical analyses for projects and reports.
- Work with related departments unit to generate routine or ad-hoc reports.
- Manage the necessary projects in risk management if required.
- Work with IT Department to describe and deploy change requests.
- Participate on the projects relates to credit risk, credit application and assessment process.
- Undertake other tasks assigned by Head of Risk.
"," - University Degree of Banking, Finance, Statistics, Mathemmatics, MIS or related area.
- Fresh graduates or experienced ones who are interested in developing your career Data Analytics.
-  • Experience in analytical job working with T-Languages tools (SQL Server, Oracle, MySQL..).
*Skill:
- Excellent at logical thinking and analytic.
- Ability to analyze statistical and other types of data.
- Experience is conducting excel report, understand risk indicators, and banking MIS is a plus.
- Proficient in MS Word, Excel and Powerpoint.
- Good Communication, organization, fluent English.
"
13,https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-risk-department.35B09814.html,Data Analyst (Risk Department),Công Ty Tài Chính Mirae Asset (Việt Nam)," - Create ad-hoc credit reports and conduct analysic.
- Evaluate credit quality of new bookings.
- Evaluate the performance of exceptions, credit deviation, policy changes.
- Evaluate the performance of each loan sourcing channels, agents, and underwriters.
- Perform statistical analyses for projects and reports.
- Work with related departments unit to generate routine or ad-hoc reports.
- Manage the necessary projects in risk management if required.
- Work with IT Department to describe and deploy change requests.
- Participate on the projects relates to credit risk, credit application and assessment process.
- Undertake other tasks assigned by Head of Risk.
"," - University Degree of Banking, Finance, Statistics, Mathemmatics, MIS or related area.
- Fresh graduates or experienced ones who are interested in developing your career Data Analytics.
*Skill:
- Excellent at logical thinking and analytic.
- Ability to analyze statistical and other types of data.
- Experience especially in consumer finance or Retail Banking is a plus. SQL Knowledge (Especially Oracle PL SQL is a plus).
- Experience is conducting excel report, understand risk indicators, and banking MIS is a plus.
- Proficient in MS Word, Excel and Powerpoint.
- Good Communication, organization, fluent English.
"
14,https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-risk-department.35B0B478.html,Data Analyst (Risk Department),Công Ty Tài Chính Mirae Asset (Việt Nam)," - Create ad-hoc credit reports and conduct analysic.
- Evaluate credit quality of new bookings.
- Evaluate the performance of exceptions, credit deviation, policy changes.
- Evaluate the performance of each loan sourcing channels, agents, and underwriters.
- Perform statistical analyses for projects and reports.
- Work with related departments unit to generate routine or ad-hoc reports.
- Manage the necessary projects in risk management if required.
- Work with IT Department to describe and deploy change requests.
- Participate on the projects relates to credit risk, credit application and assessment process.
- Undertake other tasks assigned by Head of Risk.
"," - University Degree of Banking, Finance, Statistics, Mathemmatics, MIS or related area.
- Fresh graduates or experienced ones who are interested in developing your career Data Analytics.
*Skill:
- Excellent at logical thinking and analytic.
- Ability to analyze statistical and other types of data.
- Experience especially in consumer finance or Retail Banking is a plus. SQL Knowledge (Especially Oracle PL SQL).
- Experience is conducting excel report, understand risk indicators, and banking MIS is a plus.
- Proficient in MS Word, Excel and Powerpoint.
- Good Communication, organization, fluent English.
"
15,https://careerbuilder.vn/vi/tim-viec-lam/production-data-analyst.35B13371.html,Production Data Analyst,Swiss Post Solutions ," Build production SLA dashboard and KPI reports concerning project, working timeRecommend improvements to maintain productivity bonus scheme, consistency and qualityCommunicate production status and prepare reports for management team on regular basisAnalyze company systems and review its workflow to ensure accuracyDevelop Workforce management standard procedures to optimize workflow and enhance operational managementEvaluate data, analyze numbers from then provide root cause and derive solutionsProvide operational controlling tool/dashboard to help Service Manager and Division Manager having a good view on production "," 1.1. TechnicalExcellent knowledge of Microsoft Word, EXCEL, Power PointGreat analytical skill to be able to build dashboard and KPIExperience in finance, accounting analysis, material tracking functionGood at numbers, calculationGood at planning, familiar with WFM tool1.2. Soft skillExcellent interpersonal skillExcellent written and oral communication skillAbility to remain calm under stressful situations while performing multiple detailed tasks2.       EducationBachelor’s degree in finance, economics, business administrationIdeally 2 or more years related work experienceGood English "
16,https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst.35B0E70D.html,Senior Data Analyst,Manpower Vietnam," Responsibility for ongoing management of Debt Collection Management System and Auto-dialer, providing regular feedback for enhancements, and working closely with vendor for any system fixes and upgrades.Working closely with Collection Head to support collections strategy and parameter implementation.Responsible for production of regular Collections MIS and ad hoc requests to support the business and clients.Monitor effectiveness of collections strategies and provide recommendations for improvements to collections effectiveness. "," Bachelor's Degree in Economics, Statistics, Information Technology or other relevant disciplines.1+ years of experience in an analytical/system administrator role in Finance & Banking industry.Advanced level understanding of MS Excel, ability to program in SQL.Strong communication, analytical and statistical skills.Good English communication skils (4 skills). "
17,https://careerbuilder.vn/vi/tim-viec-lam/gido-hcm-data-analyst.35B08825.html,[Gido-HCM] Data Analyst,Công ty Cổ phần Dịch vụ Giao Hàng Nhanh," 
	Work alongside technical team and operations team to develop platform MVP;

	Setup and implement key metrics to monitor and improve operations performance;

	Analyze operations data; prepare operations metrics report;

	Observe how operations team work in practice and prepare written process documentation, SOP, KPI;

	Setup warehouse organisation structure, roles and onboarding / training plan for warehouse staffs, supervisors (working with warehouse vendors);

	Setup and implement forwarding operations structure, roles and onboarding/ training plan for forwarders, quoting, booking, picking up and delivery process for forwarders;

	Create collateral, FAQs, presentations, and white papers that can be leveraged by salespeople, marketing people, and executives;

	Setup communications plan - KPI review schedule & agenda, key reports for operations team;

	Create SOP, “warehouse blueprint” and “forwarder blueprint” to standardize all aspects of setup & operations (process, equipment, management approach, etc.) to ensure consistent level of performance across all facilities after setup phase;
"," 
An ideal candidate should be:

	2+ years‘ experience in BA or Product Owner or Product Specialist or Product manager...

	Experienced with online-to-offline product development;

	Example: transportation platform such as Uber/ Grab, warehouse management system development, etc.

	Data-driven, familiar with Excel, SQL; Excellent analytical thinking;

	Used to work in BA/ OE positions;

	Experienced in software product development, agile development process;

	Detail oriented and good time management;

	Willing to work overtime and get your hand-dirty;

	Courage to challenge the status quo when logic and reason require it;

	Demonstrated good leadership & communications skills;
"
18,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-data-analyst.35B0F5E6.html,Chuyên viên phân tích dữ liệu (Data analyst),Công ty CP Dịch Vụ Điện Tử Việt (VESCO)," 1. Tiếng Anh căn bản tốt, kỹ năng thao tác Exel ( Đăc biệt viết SQL, Code…. Ưu tiên am hiểu các phần mềm thống kê chuyên nghiệp )2. Nắm vững phương pháp thống kê phân tích tài chính bằng các mô hình toán định lượng khác nhau3. Nghiên cứu các tài liệu có liên quan ( ưu tiên chứng khoán, ngân hàng, BĐS…..)4. Mô hình hóa tài chính ứng dụng trong lập toán cho dự án, định giá doanh nghiệp.5. Chịu được áp lực cao, sẽ được đào tạo thêm về chuyên ngành. ","   Trình độ: Cao đẳng trở lên ( ưu tiên cách chuyên ngành tài chính,kinh tế,QTKD....chuyên về các phần mềm toán định lượng phân tích)   Độ tuổi: từ 22 trở lên, sinh viên vừa tốt nghiệp hoặc có kinh nghiệm liên quan đến phân tích dữ liệu,toán định lượng.   Các kỹ năng: sử dụng thành thạo công cụ văn phòng,Exel....   Giới tính: Nam/Nữ   Đào tạo thêm nghiệp vụ "
19,https://careerbuilder.vn/vi/tim-viec-lam/ahamove-hn-data-analyst-sc-181187.35B11279.html,[AhaMove HN] Data Analyst - SC-181187,Công ty Ahamove, - Phân tích dữ liệu khách hàng để đảm bảo các chỉ số của đơn hàng tối ưu.- Xây dựng chính sách tăng sự trung thành của khách hàng- Liên kết giữa AhaMove và Khách hàng bằng các chương trình và kế hoạch hành động.- Phân loại và tìm ra khách hàng giá trị cốt lõi để hỗ trợ cho tăng trưởng BD.- Hỗ trợ các phòng ban khác để xây dựng và thực thi các chiến lược phát triển sản phẩm.- Quản lý các chi phí liên quan ," - Tốt nghiệp CĐ/ĐH trở lên thuộc các chuyên ngành kinh tế, truyền thông, ngoại giao, Logistics.- Có kiến thức cơ bản về tư duy chăm sóc khách hàng .- Kĩ năng phân tích dữ liệu tốt.- Có khả năng giao tiếp tiêng Anh để có thể chủ động làm việc trực tiếp với khách nước ngoài. - Có kiến thức về SQL/VBA/Excel/CSDL là một lợi thế- Hoạt bát, siêng năng, kiên trì và cầu tiến. "
20,https://careerbuilder.vn/vi/tim-viec-lam/junior-data-analyst.35B0FEE3.html,Junior Data Analyst,Công ty TNHH Công Nghệ ezCLOUD Toàn Cầu," Tổng hợp và cập nhật thông tin về doanh thu, chi phí, nguồn marketing và các data khácĐảm bảo tính chính xác và đầy đủ của dữ liệuHỗ trợ xây dựng, điều chỉnh và bảo trì dashboard quản lý dữ liệu (mô hình chung hoặc theo yêu cầu)Làm báo cáo phục vụ mục đích quản trị của Ban Giám Đốc và các Nhà đầu tưHỗ trợ phân tích dữ liệu theo các mục đích khác nhau "," Tốt nghiệp đại học chuyên ngành Kế toán, Kiểm toán, Quản trị Kinh doanh, Tài chính, và các chuyên ngành khác có liên quanNam/Nữ, từ 22 – 24 tuổiKhông yêu cầu kinh nghiệmCó khả năng phân tích và xử lý số liệu, tư duy hệ thốngCận thẩn, tỉ mỉ, có tinh thần trách nhiệm trong công việcSẵn sàng học hỏi và có tinh thần tự học caoThành thạo Microsoft Excel, có hiểu biết về Google Spreadsheet là một lợi thếNgoại ngữ: Tiếng anh đạt tối thiểu 600 Toeic hoặc tương đương "
21,https://careerbuilder.vn/vi/tim-viec-lam/finance-business-data-analyst.35B0D10A.html,Finance / Business Data Analyst,Công ty Cổ Phần TIKI," Are you passionate around developing new and innovative processes that combine finance and technology to drive improvement? Our priority is to identify, scope and deliver process improvements which establish first pass yield process efficiencies, reduce operating expense, increase free cash flow, improve customer experience.The role will interact deeply with multiple core Business teams, obtain and summarize data sets to identify key areas to drivers, influence roadmap decisions and measure the effectiveness of solutions are implemented over time.To succeed, you must have the ability to obtain and extract important data sets to measure performance, engage deeply with diverse and talented business partners, earn trust using fact and data and demonstrate ability to advise and influence the decision of business leader through effectiveness verbal and written communication.The role will be involved in supporting the following tasks:Partner and advise Business team in driving business growth & optimization (Plan, Control, Advise, Evaluate)Develop metrics and reports to provide visibility into cost structure, cash flow impact and drive actionable plan with responsible Business team.Establish scalable and automated solution based on internal requirementContinuous process improvement and support on new business proposals or explorationsLiaison with internal team for any related issues of the business as neededManage multiple projects – prioritizing, planning and delegating appropriate tasks. "," Sense of humor, intellectual curiosity, collaboration and integrity is required1-2 year experience in Management Accounting, Finance Analyst, or Audting rolePassion for metrics and figures and ability to get into the details, while also seeing and understanding the big picturePossess strong skills in ExcelWillingness to learn new thing (SQL, etc) "
22,https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst-marketing-team.35B11D40.html,Senior Data Analyst ( Marketing Team ),Công ty Cổ Phần TIKI," At Tiki we are laser focused on Wowing our Customers and becoming the #1 Trusted Shopping App in Vietnam. The Marketing team is charged with achieving this goal by helping Customers to experience Tiki’s key value propositions including 2 Hour Delivery, Guaranteed Authentic Products, and No Hassle Returns. To do these, we are building a world class marketing organization to communicate with and market to our Customers at a massive scale in a mobile first environment. A key component of achieving our goals is building and developing a strong analytics organization to help us understand our Customers and business across; onsite merchandising, promotions, offsite performance advertising, brand marketing campaigns, and app/web UI/UX.This is an opportunity for the right candidate to get in on the ground floor as we build a marketing organization that eats, breathes, and sleeps data.You should be very comfortable rolling up your sleeves and getting your hands dirty in our data warehouse, bringing actionable insights forward to our business teams.You will help guide and develop the suite of data sets and reports Tiki will use to scale our business in a data oriented environment. "," Bachelor’s degree in Statistics, Math, Economics, or related quantitative field with 3+ years experienceHighly analytical with a heavy emphasis on data mining and data visualizationAbility to demonstrate creativity to solve problems and use quantitative/qualitative skills to deliver concise, logical recommendations and drive cross-functional business decisionsStrong ownership mindset with a willingness and ability to roll up your sleeves and get your hands dirtyAdvanced proficiency in Excel and SQL, experience with data visualization software like Google data studio and Tableau aplusHands-on experience with A/B experimentation design and evaluation with an understanding of probability and statistics modelsExcellent communication skills (written + oral)An understanding of data warehousing concepts and ability to build and work with data from different sources efficientlySelf-starter, fast learner, adaptive to fast-paced working environmentExperience with Google analytics a plusMarketing analytics, attribution, eCommerce and/or Customer behavior analysis experience a plus "
